"match_date","hometeam","awayteam","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11"
"2001-05-05","EinFrankfurt","Bochum","Dirk Heinen","Torsten Kracht","Serge Branco","Uwe Bindewald","Horst Heldt","Gerd Wimmer","Michael Mutzel","Christoph Preuß","Rolf-Christel Guié-Mien","Thomas Reichenberger","Chen Yang","Rein van Duijnhoven","Søren Colding","Thomas Reis","Michael Bemben","Frank Fahrenhorst","Rouven Schröder","Matthias Lust","Yildiray Bastürk","Sergey Mandreko","Paul Freier","Thomas Christiansen"
"2001-05-05","Hamburg","Kaiserslautern","Hans Jörg Butt","Andrej Panadic","Nico Jan Hoogma","Tomáš Ujfaluši","Milan Fukal","Stig Tøfting","Mehdi Mahdavikia","Bernd Hollerbach","Marek Heinz","Sergej Barbarez","Roy Präger","Georg Koch","Michael Schjønberg","Slobodan Komljenovic","Harry Koch","Rüdiger Ziehl","Marian Hristov","Dimitrios Grammozis","Andreas Buck","Jörgen Pettersson","Vratislav Lokvenc","Miroslav Klose"
"2001-05-06","Freiburg","Hertha","Richard Golz","Daniel Schumann","Boubacar Diarra","Andreas Zeyer","Björn Dreyer","Levan Kobiashvili","Soumaila Coulibaly","Vladimir But","Tobias Willi","Abder Ramdane","Ibrahim Tanko","Gábor Király","Dick van Burik","Kostas Konstantinidis","Eyjólfur Sverrisson","Marko Rehmer","Andreas Schmidt","Michael Hartmann","René Tretschok","Sebastian Deisler","Alex Alves","Michael Preetz"
"2001-05-05","Leverkusen","BayernMunich","Adam Matysek","Robert Kovac","Jens Nowotny","Lúcio","Diego Placente","Jörg Reeb","Zé Roberto","Michael Ballack","Carsten Ramelow","Ulf Kirsten","Oliver Neuville","Oliver Kahn","Willy Sagnol","Bixente Lizarazu","Samuel Kuffour","Patrik Andersson","Thomas Linke","Stefan Effenberg","Jens Jeremies","Paulo Sérgio","Carsten Jancker","Alexander Zickler"
"2001-05-05","Schalke04","Wolfsburg","Oliver Reck","Marco van Hoogdalem","Tomasz Waldoch","Andreas Möller","Jörg Böhme","Niels Oude Kamphuis","Mike Büskens","Jirí Nemec","Ebbe Sand","Gerald Asamoah","Émile Mpenza","Claus Reitmaier","Waldemar Kryger","Stefan Schnoor","Thomas Hengen","Frank Greiner","Patrick Weiser","Dorinel Munteanu","Dietmar Kühbauer","Zoltán Sebescen","Andrzej Juskowiak","Jürgen Rische"
"2001-05-05","HansaRostock","Cottbus","Martin Pieckenhagen","Andreas Jakobsson","Kai Oswald","Rayk Schröder","René Rydlewicz","Marcus Lantz","Slawomir Majak","Christian Brand","Peter Wibrån","Bachirou Salou","Magnus Arvidsson","Tomislav Piplica","Vilmos Sebok","Witold Wawrzyczek","Rudi Vata","Faruk Hujdurovic","Bruno Akrapovic","Moussa Latoundji","Vasile Miriuta","Sabin Ilie","Franklin Bittencourt","Sebastian Helbig"
"2001-05-06","WerderBremen","Unterhaching","Frank Rost","Frank Baumann","Mladen Krstajic","Fabian Ernst","Dieter Eilts","Ivica Banovic","Andreas Herzog","Torsten Frings","Paul Stalteri","Claudio Pizarro","Ailton","Gerhard Tremmel","Alexander Strehmel","Jan Seifert","Hendrik Herzog","Matthias Zimmermann","Danny Schwarz","Marco Haber","Martin Cížek","Miroslaw Spizak","Altin Rraklli","André Breitenreiter"
"2001-05-12","HansaRostock","Munich 1860","Martin Pieckenhagen","Andreas Jakobsson","Kai Oswald","Marco Zallmann","Mohamed Emara","René Rydlewicz","Marcus Lantz","Slawomir Majak","Christian Brand","Magnus Arvidsson","Victor Agali","Simon Jentzsch","Ned Zelic","Marco Kurz","Holger Greilich","Torben Hoffmann","Roman Týce","Vidar Riseth","Thomas Häßler","Erik Mykland","Markus Beierle","Martin Max"
"2001-05-12","Hertha","Leverkusen","Gábor Király","Dick van Burik","Kostas Konstantinidis","Eyjólfur Sverrisson","Marko Rehmer","Pál Dárdai","Andreas Schmidt","Michael Hartmann","Sebastian Deisler","Alex Alves","Michael Preetz","Frank Juric","Robert Kovac","Jens Nowotny","Boris Živkovic","Lúcio","Diego Placente","Michael Ballack","Bernd Schneider","Carsten Ramelow","Ulf Kirsten","Oliver Neuville"
"2001-05-12","Wolfsburg","EinFrankfurt","Claus Reitmaier","Waldemar Kryger","Stefan Schnoor","Thomas Hengen","Frank Greiner","Patrick Weiser","Dorinel Munteanu","Dietmar Kühbauer","Zoltán Sebescen","Andrzej Juskowiak","Jürgen Rische","Dirk Heinen","Torsten Kracht","Uwe Bindewald","Karel Rada","Horst Heldt","Gerd Wimmer","Giuseppe Gemiti","Michael Mutzel","Christoph Preuß","Pawel Kryszalowicz","Rolf-Christel Guié-Mien"
"2001-05-12","Unterhaching","Dortmund","Gerhard Tremmel","Alexander Strehmel","Jan Seifert","Dennis Grassow","Hendrik Herzog","Matthias Zimmermann","Danny Schwarz","Marco Haber","Miroslaw Spizak","Altin Rraklli","André Breitenreiter","Jens Lehmann","Evanilson","Jürgen Kohler","Stefan Reuter","Dédé","Miroslav Stevic","Christian Nerlinger","Tomáš Rosický","Lars Ricken","Otto Addo","Giuseppe Reina"
"2001-05-12","Cottbus","Hamburg","Tomislav Piplica","Vilmos Sebok","Rudi Vata","Faruk Hujdurovic","Laurentiu Reghecampf","Bruno Akrapovic","Moussa Latoundji","Vasile Miriuta","Antun Labak","Franklin Bittencourt","Sebastian Helbig","Mathias Schober","Nico Jan Hoogma","Tomáš Ujfaluši","Milan Fukal","Niko Kovac","Stig Tøfting","Mehdi Mahdavikia","Bernd Hollerbach","Marek Heinz","Sergej Barbarez","Roy Präger"
"2001-05-12","BayernMunich","Kaiserslautern","Oliver Kahn","Bixente Lizarazu","Samuel Kuffour","Patrik Andersson","Ciriaco Sforza","Thomas Linke","Stefan Effenberg","Hasan Salihamidžic","Owen Hargreaves","Carsten Jancker","Roque Santa Cruz","Georg Koch","Michael Schjønberg","Hany Ramzy","Slobodan Komljenovic","Harry Koch","Dimitrios Grammozis","Youri Djorkaeff","Jeff Strasser","Andreas Buck","Vratislav Lokvenc","Miroslav Klose"
"2001-05-12","Bochum","Freiburg","Rein van Duijnhoven","Samir Toplak","Søren Colding","Thomas Reis","Michael Bemben","Frank Fahrenhorst","Rouven Schröder","Sergey Mandreko","Thomas Christiansen","Henryk Baluszynski","Marijo Maric","Richard Golz","Daniel Schumann","Boubacar Diarra","Andreas Zeyer","Sebastian Kehl","Levan Kobiashvili","Soumaila Coulibaly","Vladimir But","Tobias Willi","Abder Ramdane","Ibrahim Tanko"
"2001-05-12","Stuttgart","Schalke04","Timo Hildebrand","Rui Marques","Bordon","Andreas Hinkel","Timo Wenzel","Silvio Meißner","Krassimir Balakov","Zvonimir Soldo","Rüdiger Kauf","Adhemar","Sean Dundee","Oliver Reck","Tomasz Hajto","Marco van Hoogdalem","Tomasz Waldoch","Andreas Möller","Niels Oude Kamphuis","Mike Büskens","Jirí Nemec","Ebbe Sand","Gerald Asamoah","Émile Mpenza"
"2001-05-12","FCKoln","WerderBremen","Markus Pröll","Carsten Cullmann","Jens Keller","Janosch Dziwior","Markus Kreuz","Christian Springer","Dirk Lottner","Matthias Scherz","Archil Arveladze","Christian Timm","Miroslav Baránek","Frank Rost","Frank Baumann","Mladen Krstajic","Razundara Tjikuzu","Fabian Ernst","Dieter Eilts","Andreas Herzog","Torsten Frings","Paul Stalteri","Claudio Pizarro","Ailton"
"2001-05-19","Hamburg","BayernMunich","Mathias Schober","Jochen Kientz","Ingo Hertzsch","Nico Jan Hoogma","Tomáš Ujfaluši","Stig Tøfting","Mehdi Mahdavikia","Bernd Hollerbach","Marek Heinz","Sergej Barbarez","Roy Präger","Oliver Kahn","Willy Sagnol","Bixente Lizarazu","Samuel Kuffour","Patrik Andersson","Thomas Linke","Mehmet Scholl","Stefan Effenberg","Owen Hargreaves","Giovane Élber","Carsten Jancker"
"2001-05-19","Dortmund","FCKoln","Jens Lehmann","Evanilson","Jürgen Kohler","Jörg Heinrich","Stefan Reuter","Dédé","Miroslav Stevic","Tomáš Rosický","Lars Ricken","Otto Addo","Giuseppe Reina","Markus Pröll","Carsten Cullmann","Moses Sichone","Jens Keller","Janosch Dziwior","Thomas Cichon","Markus Kreuz","Christian Springer","Dirk Lottner","Matthias Scherz","Miroslav Baránek"
"2001-05-19","EinFrankfurt","Stuttgart","Dirk Heinen","Torsten Kracht","Tommy Berntsen","Horst Heldt","Gerd Wimmer","Giuseppe Gemiti","Michael Mutzel","Christoph Preuß","Pawel Kryszalowicz","Rolf-Christel Guié-Mien","Thomas Reichenberger","Timo Hildebrand","Rui Marques","Bordon","Andreas Hinkel","Timo Wenzel","Silvio Meißner","Krassimir Balakov","Bradley Carnell","Zvonimir Soldo","Adhemar","Sean Dundee"
"2001-05-19","Leverkusen","Bochum","Frank Juric","Robert Kovac","Jens Nowotny","Boris Živkovic","Lúcio","Diego Placente","Michael Ballack","Carsten Ramelow","Ulf Kirsten","Paulo Rink","Oliver Neuville","Rein van Duijnhoven","Samir Toplak","Søren Colding","Thomas Reis","Frank Fahrenhorst","Rouven Schröder","Thomas Stickroth","Olaf Schreiber","Zoran Mamic","Thomas Christiansen","Henryk Baluszynski"
"2001-05-19","Munich 1860","Cottbus","Michael Hofmann","Tomáš Votava","Torben Hoffmann","Roman Týce","Vidar Riseth","Thomas Häßler","Filip Tapalovic","Daniel Borimirov","Marcus Pürk","Markus Beierle","Bernhard Winkler","Tomislav Piplica","Vilmos Sebok","Rudi Vata","Faruk Hujdurovic","Laurentiu Reghecampf","Bruno Akrapovic","Moussa Latoundji","Andrzej Kobylanski","Vasile Miriuta","Antun Labak","Sebastian Helbig"
"2001-05-19","WerderBremen","HansaRostock","Frank Rost","Frank Baumann","Frank Verlaat","Mladen Krstajic","Fabian Ernst","Dieter Eilts","Andreas Herzog","Torsten Frings","Paul Stalteri","Claudio Pizarro","Ailton","Martin Pieckenhagen","Sven Benken","Andreas Jakobsson","Kai Oswald","Timo Lange","René Rydlewicz","Marcus Lantz","Slawomir Majak","Christian Brand","Victor Agali","Steffen Baumgart"
"2001-05-19","Schalke04","Unterhaching","Oliver Reck","Nico Van Kerckhoven","Tomasz Hajto","Marco van Hoogdalem","Tomasz Waldoch","Andreas Möller","Jörg Böhme","Jirí Nemec","Ebbe Sand","Gerald Asamoah","Émile Mpenza","Gerhard Tremmel","Alexander Strehmel","Jan Seifert","Dennis Grassow","Matthias Zimmermann","Danny Schwarz","Marco Haber","Dietmar Hirsch","Martin Cížek","Miroslaw Spizak","André Breitenreiter"
"2001-05-19","Freiburg","Wolfsburg","Richard Golz","Daniel Schumann","Boubacar Diarra","Andreas Zeyer","Sebastian Kehl","Levan Kobiashvili","Soumaila Coulibaly","Vladimir But","Tobias Willi","Abder Ramdane","Ibrahim Tanko","Claus Reitmaier","Waldemar Kryger","Stefan Schnoor","Thomas Hengen","Frank Greiner","Dorinel Munteanu","Dietmar Kühbauer","Sven Müller","Zoltán Sebescen","Andrzej Juskowiak","Tomislav Maric"
"2001-05-19","Kaiserslautern","Hertha","Georg Koch","Michael Schjønberg","Hany Ramzy","Slobodan Komljenovic","Harry Koch","Dimitrios Grammozis","Youri Djorkaeff","Jeff Strasser","Andreas Buck","Vratislav Lokvenc","Miroslav Klose","Gábor Király","Dick van Burik","Eyjólfur Sverrisson","Marko Rehmer","Pál Dárdai","Andreas Schmidt","Michael Hartmann","Rob Maas","Sebastian Deisler","Alex Alves","Michael Preetz"
"2001-07-28","Munich 1860","Kaiserslautern","Simon Jentzsch","Ned Zelic","Holger Greilich","Vidar Riseth","Thomas Häßler","Harald Cerny","Michael Wiesinger","Erik Mykland","Markus Weissenberger","Martin Max","Samuel Ipoua","Georg Koch","Aleksander Knavs","Thomas Hengen","Hany Ramzy","Harry Koch","Thomas Riedl","Nenad Bjelica","Jeff Strasser","Mario Basler","Olaf Marschall","Jörgen Pettersson"
"2001-07-28","Cottbus","Hamburg","Tomislav Piplica","Vilmos Sebok","János Mátyus","Radoslaw Kaluzny","Faruk Hujdurovic","Laurentiu Reghecampf","Bruno Akrapovic","Andrzej Kobylanski","Vasile Miriuta","Antun Labak","Franklin Bittencourt","Martin Pieckenhagen","Andrej Panadic","Ingo Hertzsch","Nico Jan Hoogma","Martin Groth","Marcel Ketelaer","Jörg Albertz","Stig Tøfting","Mehdi Mahdavikia","Bernd Hollerbach","Erik Meijer"
"2001-07-28","Dortmund","Nurnberg","Jens Lehmann","Christian Wörns","Evanilson","Jürgen Kohler","Jörg Heinrich","Stefan Reuter","Dédé","Tomáš Rosický","Lars Ricken","Jan Koller","Amoroso","Darius Kampa","Tomasz Kos","Frank Wiblishauser","Nils-Eric Johansson","Marek Nikl","Tony Sanneh","Stoicho Stoilov","Kai Michalke","Lars Müller","Dieter Frey","Louis Gomis"
"2001-07-28","M'gladbach","BayernMunich","Jörg Stiel","Max Eberl","Steffen Korell","Marcelo Pletsch","Igor Demo","Peter Nielsen","Marcel Witeczek","Bernd Korzynietz","Markus Hausweiler","Arie van Lent","Peter Van Houdt","Oliver Kahn","Bixente Lizarazu","Robert Kovac","Thomas Linke","Niko Kovac","Stefan Effenberg","Hasan Salihamidžic","Owen Hargreaves","Giovane Élber","Paulo Sérgio","Carsten Jancker"
"2001-08-21","Schalke04","HansaRostock","Oliver Reck","Nico Van Kerckhoven","Tomasz Hajto","Marco van Hoogdalem","Tomasz Waldoch","Sven Kmetsch","Andreas Möller","Jörg Böhme","Sven Vermant","Émile Mpenza","Victor Agali","Mathias Schober","Andreas Jakobsson","Rayk Schröder","Delano Hill","Ronald Maul","René Rydlewicz","Marcus Lantz","Dietmar Hirsch","Bachirou Salou","Markus Beierle","Antonio Di Salvo"
"2001-07-28","Stuttgart","FCKoln","Timo Hildebrand","Andreas Hinkel","Timo Wenzel","Rui Marques","Bordon","Jens Todt","Krassimir Balakov","Christian Tiffert","Zvonimir Soldo","Adhemar","Kevin Kurányi","Alexander Bade","Carsten Cullmann","Jens Keller","Thomas Cichon","Jörg Reeb","Markus Kreuz","Christian Springer","Dirk Lottner","Matthias Scherz","Marco Reich","Miroslav Baránek"
"2001-07-28","Freiburg","WerderBremen","Richard Golz","Stefan Müller","Boubacar Diarra","Andreas Zeyer","Sebastian Kehl","Levan Kobiashvili","Soumaila Coulibaly","Vladimir But","Tobias Willi","Abder Ramdane","Ibrahim Tanko","Frank Rost","Frank Baumann","Frank Verlaat","Mladen Krstajic","Fabian Ernst","Paul Stalteri","Dieter Eilts","Andreas Herzog","Marco Bode","Torsten Frings","Ailton"
"2001-07-28","Leverkusen","Wolfsburg","Hans Jörg Butt","Jens Nowotny","Lúcio","Zé Roberto","Yildiray Bastürk","Michael Ballack","Bernd Schneider","Zoltán Sebescen","Carsten Ramelow","Ulf Kirsten","Oliver Neuville","Claus Reitmaier","Waldemar Kryger","Stefan Schnoor","Michael Madsen","Gernot Plassnegger","Dietmar Kühbauer","Martin Petrov","Charles Akonnor","Robson Ponte","Miroslav Karhan","Jürgen Rische"
"2001-07-29","StPauli","Hertha","Tihomir Bulat","Moudachirou Amadou","Henning Bürger","Holger Stanislawski","Daniel Scheinhardt","Christian Rahn","Thomas Meggle","Ugur Inceman","Oliver Held","Matias Cenci","Marcel Rath","Gábor Király","Dick van Burik","Kostas Konstantinidis","Marko Rehmer","Bart Goor","Michael Hartmann","Stefan Beinlich","Sebastian Deisler","Marcelinho","Alex Alves","Michael Preetz"
"2001-08-04","BayernMunich","Schalke04","Oliver Kahn","Bixente Lizarazu","Robert Kovac","Thomas Linke","Pablo Thiam","Mehmet Scholl","Niko Kovac","Hasan Salihamidžic","Owen Hargreaves","Giovane Élber","Claudio Pizarro","Oliver Reck","Nico Van Kerckhoven","Tomasz Hajto","Tomasz Waldoch","Andreas Möller","Jörg Böhme","Niels Oude Kamphuis","Jirí Nemec","Ebbe Sand","Gerald Asamoah","Émile Mpenza"
"2001-08-04","Hertha","Dortmund","Gábor Király","Dick van Burik","Kostas Konstantinidis","Josip Šimunic","Marko Rehmer","Bart Goor","Stefan Beinlich","Sebastian Deisler","Marcelinho","Alex Alves","Michael Preetz","Jens Lehmann","Christian Wörns","Evanilson","Jürgen Kohler","Jörg Heinrich","Stefan Reuter","Miroslav Stevic","Tomáš Rosický","Lars Ricken","Jan Koller","Amoroso"
"2001-08-04","Hamburg","Stuttgart","Martin Pieckenhagen","Andrej Panadic","Ingo Hertzsch","Nico Jan Hoogma","Martin Groth","Jörg Albertz","Stig Tøfting","Mehdi Mahdavikia","Bernd Hollerbach","Erik Meijer","Tony Yeboah","Timo Hildebrand","Andreas Hinkel","Timo Wenzel","Rui Marques","Bordon","Jens Todt","Krassimir Balakov","Christian Tiffert","Jochen Seitz","Zvonimir Soldo","Ioan Ganea"
"2001-08-04","HansaRostock","Leverkusen","Mathias Schober","Sven Benken","Andreas Jakobsson","Kai Oswald","Ronald Maul","René Rydlewicz","Marco Weißhaupt","Marcus Lantz","Dietmar Hirsch","Bachirou Salou","Magnus Arvidsson","Hans Jörg Butt","Jens Nowotny","Lúcio","Diego Placente","Zé Roberto","Yildiray Bastürk","Bernd Schneider","Zoltán Sebescen","Carsten Ramelow","Ulf Kirsten","Oliver Neuville"
"2001-08-05","Kaiserslautern","M'gladbach","Georg Koch","Aleksander Knavs","Thomas Hengen","Hany Ramzy","Harry Koch","Lincoln","Thomas Riedl","Jeff Strasser","Mario Basler","Vratislav Lokvenc","Jörgen Pettersson","Jörg Stiel","Max Eberl","Steffen Korell","Marcelo Pletsch","Igor Demo","Peter Nielsen","Marcel Witeczek","Bernd Korzynietz","Markus Hausweiler","Arie van Lent","Peter Van Houdt"
"2001-08-04","Wolfsburg","StPauli","Claus Reitmaier","Waldemar Kryger","Marino Biliskov","Stefan Schnoor","Michael Madsen","Dietmar Kühbauer","Martin Petrov","Charles Akonnor","Robson Ponte","Miroslav Karhan","Jürgen Rische","Tihomir Bulat","Moudachirou Amadou","Henning Bürger","Holger Stanislawski","Daniel Scheinhardt","Christian Rahn","Thomas Meggle","Ugur Inceman","Oliver Held","Matias Cenci","Marcel Rath"
"2001-08-04","WerderBremen","Cottbus","Frank Rost","Frank Baumann","Frank Verlaat","Fabian Ernst","Dieter Eilts","Andreas Herzog","Ivica Banovic","Marco Bode","Torsten Frings","Ivan Klasnic","Ailton","Tomislav Piplica","Vilmos Sebok","János Mátyus","Radoslaw Kaluzny","Faruk Hujdurovic","Laurentiu Reghecampf","Bruno Akrapovic","Andrzej Kobylanski","Vasile Miriuta","Antun Labak","Marko Topic"
"2001-08-04","FCKoln","Munich 1860","Alexander Bade","Carsten Cullmann","Moses Sichone","Jens Keller","Jörg Reeb","Markus Kreuz","Christian Springer","Dirk Lottner","Marco Reich","Markus Kurth","Miroslav Baránek","Simon Jentzsch","Holger Greilich","Torben Hoffmann","Roman Týce","Vidar Riseth","Thomas Häßler","Michael Wiesinger","Erik Mykland","Daniel Borimirov","Martin Max","Markus Schroth"
"2001-08-05","Nurnberg","Freiburg","Darius Kampa","Tomasz Kos","Frank Wiblishauser","Nils-Eric Johansson","Marek Nikl","Tony Sanneh","David Jarolím","Kai Michalke","Lars Müller","Dieter Frey","Louis Gomis","Richard Golz","Stefan Müller","Boubacar Diarra","Andreas Zeyer","Sebastian Kehl","Levan Tskitishvili","Levan Kobiashvili","Soumaila Coulibaly","Vladimir But","Abder Ramdane","Ibrahim Tanko"
"2001-08-11","Munich 1860","Hamburg","Simon Jentzsch","Didier Dheedene","Achim Pfuderer","Torben Hoffmann","Vidar Riseth","Thomas Häßler","Michael Wiesinger","Daniel Borimirov","Markus Weissenberger","Martin Max","Paul Agostino","Martin Pieckenhagen","Andrej Panadic","Ingo Hertzsch","Nico Jan Hoogma","Martin Groth","Jörg Albertz","Stig Tøfting","Mehdi Mahdavikia","Bernd Hollerbach","Erik Meijer","Tony Yeboah"
"2001-08-11","Cottbus","Nurnberg","Tomislav Piplica","Vilmos Sebok","Vragel da Silva","János Mátyus","Radoslaw Kaluzny","Laurentiu Reghecampf","Bruno Akrapovic","Andrzej Kobylanski","Antun Labak","Marko Topic","Brasília","Darius Kampa","Tomasz Kos","Frank Wiblishauser","Nils-Eric Johansson","Marek Nikl","Tony Sanneh","David Jarolím","Kai Michalke","Lars Müller","Dieter Frey","Louis Gomis"
"2001-08-11","Dortmund","Wolfsburg","Jens Lehmann","Christian Wörns","Evanilson","Jürgen Kohler","Jörg Heinrich","Stefan Reuter","Dédé","Tomáš Rosický","Lars Ricken","Jan Koller","Amoroso","Claus Reitmaier","Dusan Petkovic","Waldemar Kryger","Marino Biliskov","Stefan Schnoor","Gernot Plassnegger","Dietmar Kühbauer","Martin Petrov","Charles Akonnor","Robson Ponte","Miroslav Karhan"
"2001-08-11","Kaiserslautern","FCKoln","Georg Koch","Aleksander Knavs","Thomas Hengen","Hany Ramzy","Harry Koch","Lincoln","Ratinho","Jeff Strasser","Mario Basler","Vratislav Lokvenc","Jörgen Pettersson","Alexander Bade","Carsten Cullmann","Moses Sichone","Jens Keller","Jörg Reeb","Markus Kreuz","Christian Springer","Dirk Lottner","Marco Reich","Markus Kurth","Miroslav Baránek"
"2001-08-12","M'gladbach","Schalke04","Jörg Stiel","Max Eberl","Steffen Korell","Marcelo Pletsch","Igor Demo","Peter Nielsen","Marcel Witeczek","Bernd Korzynietz","Markus Hausweiler","Arie van Lent","Peter Van Houdt","Oliver Reck","Nico Van Kerckhoven","Tomasz Hajto","Marco van Hoogdalem","Tomasz Waldoch","Sven Kmetsch","Andreas Möller","Jörg Böhme","Ebbe Sand","Gerald Asamoah","Émile Mpenza"
"2001-08-11","Stuttgart","WerderBremen","Timo Hildebrand","Andreas Hinkel","Rui Marques","Bordon","Jens Todt","Krassimir Balakov","Christian Tiffert","Bradley Carnell","Zvonimir Soldo","Adhemar","Sean Dundee","Frank Rost","Frank Baumann","Frank Verlaat","Viktor Skripnik","Fabian Ernst","Dieter Eilts","Krisztián Lisztes","Andreas Herzog","Marco Bode","Torsten Frings","Ailton"
"2001-08-11","Freiburg","Hertha","Richard Golz","Stefan Müller","Boubacar Diarra","Andreas Zeyer","Sebastian Kehl","Levan Kobiashvili","Soumaila Coulibaly","Vladimir But","Tobias Willi","Aleksandr Iashvili","Ibrahim Tanko","Gábor Király","Dick van Burik","Josip Šimunic","Marko Rehmer","Bart Goor","Michael Hartmann","Stefan Beinlich","Rob Maas","Sebastian Deisler","Alex Alves","Michael Preetz"
